machine_type,machine_id,metrics.model_name,metrics.mean_roc_auc,metrics.mean_pr_auc,metrics.std_roc_auc,metrics.std_pr_auc,metrics.roc_auc,metrics.pr_auc,metrics.iterative_threshold_method.f1_score,metrics.iterative_threshold_method.precision_score,metrics.iterative_threshold_method.recall_score,metrics.iterative_threshold_method.accuracy_score,metrics.iterative_threshold_method.confusion_matrix,metrics.iterative_threshold_method.classification_report,metrics.iterative_threshold_method.best_threshold,metrics.derive_threshold_method.f1_score,metrics.derive_threshold_method.precision_score,metrics.derive_threshold_method.recall_score,metrics.derive_threshold_method.accuracy_score,metrics.derive_threshold_method.confusion_matrix,metrics.derive_threshold_method.classification_report,metrics.derive_threshold_method.best_threshold
fan,id_00,isolation_forest,0.8553866210745692,0.7347655387717122,0.014651247811404288,0.01020000429637332,0.8386527841973386,0.7258274024344364,0.6828282828282828,0.5767918088737202,0.8366336633663366,0.7422003284072249,33,"              precision    recall  f1-score   support

          -1       0.90      0.70      0.78       407
           1       0.58      0.84      0.68       202

    accuracy                           0.74       609
   macro avg       0.74      0.77      0.73       609
weighted avg       0.79      0.74      0.75       609
",-0.484384960577778,0.6828282828282828,0.5767918088737202,0.8366336633663366,0.7422003284072249,169,"              precision    recall  f1-score   support

          -1       0.90      0.70      0.78       407
           1       0.58      0.84      0.68       202

    accuracy                           0.74       609
   macro avg       0.74      0.77      0.73       609
weighted avg       0.79      0.74      0.75       609
",-0.484384960577778
fan,id_00,isolation_forest,0.8553866210745692,0.7347655387717122,0.014651247811404288,0.01020000429637332,0.8386527841973386,0.7258274024344364,0.6828282828282828,0.5767918088737202,0.8366336633663366,0.7422003284072249,169,"              precision    recall  f1-score   support

          -1       0.90      0.70      0.78       407
           1       0.58      0.84      0.68       202

    accuracy                           0.74       609
   macro avg       0.74      0.77      0.73       609
weighted avg       0.79      0.74      0.75       609
",-0.484384960577778,0.6828282828282828,0.5767918088737202,0.8366336633663366,0.7422003284072249,283,"              precision    recall  f1-score   support

          -1       0.90      0.70      0.78       407
           1       0.58      0.84      0.68       202

    accuracy                           0.74       609
   macro avg       0.74      0.77      0.73       609
weighted avg       0.79      0.74      0.75       609
",-0.484384960577778
fan,id_00,isolation_forest,0.8553866210745692,0.7347655387717122,0.014651247811404288,0.01020000429637332,0.8386527841973386,0.7258274024344364,0.6828282828282828,0.5767918088737202,0.8366336633663366,0.7422003284072249,169,"              precision    recall  f1-score   support

          -1       0.90      0.70      0.78       407
           1       0.58      0.84      0.68       202

    accuracy                           0.74       609
   macro avg       0.74      0.77      0.73       609
weighted avg       0.79      0.74      0.75       609
",-0.484384960577778,0.6828282828282828,0.5767918088737202,0.8366336633663366,0.7422003284072249,124,"              precision    recall  f1-score   support

          -1       0.90      0.70      0.78       407
           1       0.58      0.84      0.68       202

    accuracy                           0.74       609
   macro avg       0.74      0.77      0.73       609
weighted avg       0.79      0.74      0.75       609
",-0.484384960577778
fan,id_00,isolation_forest,0.8553866210745692,0.7347655387717122,0.014651247811404288,0.01020000429637332,0.8386527841973386,0.7258274024344364,0.6828282828282828,0.5767918088737202,0.8366336633663366,0.7422003284072249,169,"              precision    recall  f1-score   support

          -1       0.90      0.70      0.78       407
           1       0.58      0.84      0.68       202

    accuracy                           0.74       609
   macro avg       0.74      0.77      0.73       609
weighted avg       0.79      0.74      0.75       609
",-0.484384960577778,0.6828282828282828,0.5767918088737202,0.8366336633663366,0.7422003284072249,33,"              precision    recall  f1-score   support

          -1       0.90      0.70      0.78       407
           1       0.58      0.84      0.68       202

    accuracy                           0.74       609
   macro avg       0.74      0.77      0.73       609
weighted avg       0.79      0.74      0.75       609
",-0.484384960577778
fan,id_00,isolation_forest,0.8553866210745692,0.7347655387717122,0.014651247811404288,0.01020000429637332,0.8386527841973386,0.7258274024344364,0.6828282828282828,0.5767918088737202,0.8366336633663366,0.7422003284072249,169,"              precision    recall  f1-score   support

          -1       0.90      0.70      0.78       407
           1       0.58      0.84      0.68       202

    accuracy                           0.74       609
   macro avg       0.74      0.77      0.73       609
weighted avg       0.79      0.74      0.75       609
",-0.484384960577778,0.6828282828282828,0.5767918088737202,0.8366336633663366,0.7422003284072249,169,"              precision    recall  f1-score   support

          -1       0.90      0.70      0.78       407
           1       0.58      0.84      0.68       202

    accuracy                           0.74       609
   macro avg       0.74      0.77      0.73       609
weighted avg       0.79      0.74      0.75       609
",-0.484384960577778
fan,id_00,one_class_svm,0.687203412792351,0.7357935722010142,0.023906537260483886,0.020986797244664093,0.7323995913104824,0.7697071675166929,0.6343042071197411,0.9158878504672897,0.48514851485148514,0.8144499178981938,398,"              precision    recall  f1-score   support

          -1       0.79      0.98      0.88       407
           1       0.92      0.49      0.63       202

    accuracy                           0.81       609
   macro avg       0.85      0.73      0.75       609
weighted avg       0.83      0.81      0.80       609
",1.3877787807814457e-17,0.6343042071197411,0.9158878504672897,0.48514851485148514,0.8144499178981938,398,"              precision    recall  f1-score   support

          -1       0.79      0.98      0.88       407
           1       0.92      0.49      0.63       202

    accuracy                           0.81       609
   macro avg       0.85      0.73      0.75       609
weighted avg       0.83      0.81      0.80       609
",1.3877787807814457e-17
fan,id_00,one_class_svm,0.687203412792351,0.7357935722010142,0.023906537260483886,0.020986797244664093,0.7323995913104824,0.7697071675166929,0.6343042071197411,0.9158878504672897,0.48514851485148514,0.8144499178981938,398,"              precision    recall  f1-score   support

          -1       0.79      0.98      0.88       407
           1       0.92      0.49      0.63       202

    accuracy                           0.81       609
   macro avg       0.85      0.73      0.75       609
weighted avg       0.83      0.81      0.80       609
",1.3877787807814457e-17,0.6343042071197411,0.9158878504672897,0.48514851485148514,0.8144499178981938,9,"              precision    recall  f1-score   support

          -1       0.79      0.98      0.88       407
           1       0.92      0.49      0.63       202

    accuracy                           0.81       609
   macro avg       0.85      0.73      0.75       609
weighted avg       0.83      0.81      0.80       609
",1.3877787807814457e-17
fan,id_00,one_class_svm,0.687203412792351,0.7357935722010142,0.023906537260483886,0.020986797244664093,0.7323995913104824,0.7697071675166929,0.6343042071197411,0.9158878504672897,0.48514851485148514,0.8144499178981938,398,"              precision    recall  f1-score   support

          -1       0.79      0.98      0.88       407
           1       0.92      0.49      0.63       202

    accuracy                           0.81       609
   macro avg       0.85      0.73      0.75       609
weighted avg       0.83      0.81      0.80       609
",1.3877787807814457e-17,0.6343042071197411,0.9158878504672897,0.48514851485148514,0.8144499178981938,104,"              precision    recall  f1-score   support

          -1       0.79      0.98      0.88       407
           1       0.92      0.49      0.63       202

    accuracy                           0.81       609
   macro avg       0.85      0.73      0.75       609
weighted avg       0.83      0.81      0.80       609
",1.3877787807814457e-17
fan,id_00,one_class_svm,0.687203412792351,0.7357935722010142,0.023906537260483886,0.020986797244664093,0.7323995913104824,0.7697071675166929,0.6343042071197411,0.9158878504672897,0.48514851485148514,0.8144499178981938,398,"              precision    recall  f1-score   support

          -1       0.79      0.98      0.88       407
           1       0.92      0.49      0.63       202

    accuracy                           0.81       609
   macro avg       0.85      0.73      0.75       609
weighted avg       0.83      0.81      0.80       609
",1.3877787807814457e-17,0.6343042071197411,0.9158878504672897,0.48514851485148514,0.8144499178981938,98,"              precision    recall  f1-score   support

          -1       0.79      0.98      0.88       407
           1       0.92      0.49      0.63       202

    accuracy                           0.81       609
   macro avg       0.85      0.73      0.75       609
weighted avg       0.83      0.81      0.80       609
",1.3877787807814457e-17
fan,id_00,one_class_svm,0.687203412792351,0.7357935722010142,0.023906537260483886,0.020986797244664093,0.7323995913104824,0.7697071675166929,0.6343042071197411,0.9158878504672897,0.48514851485148514,0.8144499178981938,9,"              precision    recall  f1-score   support

          -1       0.79      0.98      0.88       407
           1       0.92      0.49      0.63       202

    accuracy                           0.81       609
   macro avg       0.85      0.73      0.75       609
weighted avg       0.83      0.81      0.80       609
",1.3877787807814457e-17,0.6343042071197411,0.9158878504672897,0.48514851485148514,0.8144499178981938,398,"              precision    recall  f1-score   support

          -1       0.79      0.98      0.88       407
           1       0.92      0.49      0.63       202

    accuracy                           0.81       609
   macro avg       0.85      0.73      0.75       609
weighted avg       0.83      0.81      0.80       609
",1.3877787807814457e-17
fan,id_00,one_class_svm,0.687203412792351,0.7357935722010142,0.023906537260483886,0.020986797244664093,0.7323995913104824,0.7697071675166929,0.6343042071197411,0.9158878504672897,0.48514851485148514,0.8144499178981938,9,"              precision    recall  f1-score   support

          -1       0.79      0.98      0.88       407
           1       0.92      0.49      0.63       202

    accuracy                           0.81       609
   macro avg       0.85      0.73      0.75       609
weighted avg       0.83      0.81      0.80       609
",1.3877787807814457e-17,0.6343042071197411,0.9158878504672897,0.48514851485148514,0.8144499178981938,9,"              precision    recall  f1-score   support

          -1       0.79      0.98      0.88       407
           1       0.92      0.49      0.63       202

    accuracy                           0.81       609
   macro avg       0.85      0.73      0.75       609
weighted avg       0.83      0.81      0.80       609
",1.3877787807814457e-17
fan,id_00,one_class_svm,0.687203412792351,0.7357935722010142,0.023906537260483886,0.020986797244664093,0.7323995913104824,0.7697071675166929,0.6343042071197411,0.9158878504672897,0.48514851485148514,0.8144499178981938,9,"              precision    recall  f1-score   support

          -1       0.79      0.98      0.88       407
           1       0.92      0.49      0.63       202

    accuracy                           0.81       609
   macro avg       0.85      0.73      0.75       609
weighted avg       0.83      0.81      0.80       609
",1.3877787807814457e-17,0.6343042071197411,0.9158878504672897,0.48514851485148514,0.8144499178981938,104,"              precision    recall  f1-score   support

          -1       0.79      0.98      0.88       407
           1       0.92      0.49      0.63       202

    accuracy                           0.81       609
   macro avg       0.85      0.73      0.75       609
weighted avg       0.83      0.81      0.80       609
",1.3877787807814457e-17
fan,id_00,one_class_svm,0.687203412792351,0.7357935722010142,0.023906537260483886,0.020986797244664093,0.7323995913104824,0.7697071675166929,0.6343042071197411,0.9158878504672897,0.48514851485148514,0.8144499178981938,9,"              precision    recall  f1-score   support

          -1       0.79      0.98      0.88       407
           1       0.92      0.49      0.63       202

    accuracy                           0.81       609
   macro avg       0.85      0.73      0.75       609
weighted avg       0.83      0.81      0.80       609
",1.3877787807814457e-17,0.6343042071197411,0.9158878504672897,0.48514851485148514,0.8144499178981938,98,"              precision    recall  f1-score   support

          -1       0.79      0.98      0.88       407
           1       0.92      0.49      0.63       202

    accuracy                           0.81       609
   macro avg       0.85      0.73      0.75       609
weighted avg       0.83      0.81      0.80       609
",1.3877787807814457e-17
fan,id_00,one_class_svm,0.687203412792351,0.7357935722010142,0.023906537260483886,0.020986797244664093,0.7323995913104824,0.7697071675166929,0.6343042071197411,0.9158878504672897,0.48514851485148514,0.8144499178981938,104,"              precision    recall  f1-score   support

          -1       0.79      0.98      0.88       407
           1       0.92      0.49      0.63       202

    accuracy                           0.81       609
   macro avg       0.85      0.73      0.75       609
weighted avg       0.83      0.81      0.80       609
",1.3877787807814457e-17,0.6343042071197411,0.9158878504672897,0.48514851485148514,0.8144499178981938,398,"              precision    recall  f1-score   support

          -1       0.79      0.98      0.88       407
           1       0.92      0.49      0.63       202

    accuracy                           0.81       609
   macro avg       0.85      0.73      0.75       609
weighted avg       0.83      0.81      0.80       609
",1.3877787807814457e-17
fan,id_00,one_class_svm,0.687203412792351,0.7357935722010142,0.023906537260483886,0.020986797244664093,0.7323995913104824,0.7697071675166929,0.6343042071197411,0.9158878504672897,0.48514851485148514,0.8144499178981938,104,"              precision    recall  f1-score   support

          -1       0.79      0.98      0.88       407
           1       0.92      0.49      0.63       202

    accuracy                           0.81       609
   macro avg       0.85      0.73      0.75       609
weighted avg       0.83      0.81      0.80       609
",1.3877787807814457e-17,0.6343042071197411,0.9158878504672897,0.48514851485148514,0.8144499178981938,9,"              precision    recall  f1-score   support

          -1       0.79      0.98      0.88       407
           1       0.92      0.49      0.63       202

    accuracy                           0.81       609
   macro avg       0.85      0.73      0.75       609
weighted avg       0.83      0.81      0.80       609
",1.3877787807814457e-17
fan,id_00,one_class_svm,0.687203412792351,0.7357935722010142,0.023906537260483886,0.020986797244664093,0.7323995913104824,0.7697071675166929,0.6343042071197411,0.9158878504672897,0.48514851485148514,0.8144499178981938,104,"              precision    recall  f1-score   support

          -1       0.79      0.98      0.88       407
           1       0.92      0.49      0.63       202

    accuracy                           0.81       609
   macro avg       0.85      0.73      0.75       609
weighted avg       0.83      0.81      0.80       609
",1.3877787807814457e-17,0.6343042071197411,0.9158878504672897,0.48514851485148514,0.8144499178981938,104,"              precision    recall  f1-score   support

          -1       0.79      0.98      0.88       407
           1       0.92      0.49      0.63       202

    accuracy                           0.81       609
   macro avg       0.85      0.73      0.75       609
weighted avg       0.83      0.81      0.80       609
",1.3877787807814457e-17
fan,id_00,one_class_svm,0.687203412792351,0.7357935722010142,0.023906537260483886,0.020986797244664093,0.7323995913104824,0.7697071675166929,0.6343042071197411,0.9158878504672897,0.48514851485148514,0.8144499178981938,104,"              precision    recall  f1-score   support

          -1       0.79      0.98      0.88       407
           1       0.92      0.49      0.63       202

    accuracy                           0.81       609
   macro avg       0.85      0.73      0.75       609
weighted avg       0.83      0.81      0.80       609
",1.3877787807814457e-17,0.6343042071197411,0.9158878504672897,0.48514851485148514,0.8144499178981938,98,"              precision    recall  f1-score   support

          -1       0.79      0.98      0.88       407
           1       0.92      0.49      0.63       202

    accuracy                           0.81       609
   macro avg       0.85      0.73      0.75       609
weighted avg       0.83      0.81      0.80       609
",1.3877787807814457e-17
fan,id_00,one_class_svm,0.687203412792351,0.7357935722010142,0.023906537260483886,0.020986797244664093,0.7323995913104824,0.7697071675166929,0.6343042071197411,0.9158878504672897,0.48514851485148514,0.8144499178981938,98,"              precision    recall  f1-score   support

          -1       0.79      0.98      0.88       407
           1       0.92      0.49      0.63       202

    accuracy                           0.81       609
   macro avg       0.85      0.73      0.75       609
weighted avg       0.83      0.81      0.80       609
",1.3877787807814457e-17,0.6343042071197411,0.9158878504672897,0.48514851485148514,0.8144499178981938,398,"              precision    recall  f1-score   support

          -1       0.79      0.98      0.88       407
           1       0.92      0.49      0.63       202

    accuracy                           0.81       609
   macro avg       0.85      0.73      0.75       609
weighted avg       0.83      0.81      0.80       609
",1.3877787807814457e-17
fan,id_00,one_class_svm,0.687203412792351,0.7357935722010142,0.023906537260483886,0.020986797244664093,0.7323995913104824,0.7697071675166929,0.6343042071197411,0.9158878504672897,0.48514851485148514,0.8144499178981938,98,"              precision    recall  f1-score   support

          -1       0.79      0.98      0.88       407
           1       0.92      0.49      0.63       202

    accuracy                           0.81       609
   macro avg       0.85      0.73      0.75       609
weighted avg       0.83      0.81      0.80       609
",1.3877787807814457e-17,0.6343042071197411,0.9158878504672897,0.48514851485148514,0.8144499178981938,9,"              precision    recall  f1-score   support

          -1       0.79      0.98      0.88       407
           1       0.92      0.49      0.63       202

    accuracy                           0.81       609
   macro avg       0.85      0.73      0.75       609
weighted avg       0.83      0.81      0.80       609
",1.3877787807814457e-17
fan,id_00,one_class_svm,0.687203412792351,0.7357935722010142,0.023906537260483886,0.020986797244664093,0.7323995913104824,0.7697071675166929,0.6343042071197411,0.9158878504672897,0.48514851485148514,0.8144499178981938,98,"              precision    recall  f1-score   support

          -1       0.79      0.98      0.88       407
           1       0.92      0.49      0.63       202

    accuracy                           0.81       609
   macro avg       0.85      0.73      0.75       609
weighted avg       0.83      0.81      0.80       609
",1.3877787807814457e-17,0.6343042071197411,0.9158878504672897,0.48514851485148514,0.8144499178981938,104,"              precision    recall  f1-score   support

          -1       0.79      0.98      0.88       407
           1       0.92      0.49      0.63       202

    accuracy                           0.81       609
   macro avg       0.85      0.73      0.75       609
weighted avg       0.83      0.81      0.80       609
",1.3877787807814457e-17
fan,id_00,one_class_svm,0.687203412792351,0.7357935722010142,0.023906537260483886,0.020986797244664093,0.7323995913104824,0.7697071675166929,0.6343042071197411,0.9158878504672897,0.48514851485148514,0.8144499178981938,98,"              precision    recall  f1-score   support

          -1       0.79      0.98      0.88       407
           1       0.92      0.49      0.63       202

    accuracy                           0.81       609
   macro avg       0.85      0.73      0.75       609
weighted avg       0.83      0.81      0.80       609
",1.3877787807814457e-17,0.6343042071197411,0.9158878504672897,0.48514851485148514,0.8144499178981938,98,"              precision    recall  f1-score   support

          -1       0.79      0.98      0.88       407
           1       0.92      0.49      0.63       202

    accuracy                           0.81       609
   macro avg       0.85      0.73      0.75       609
weighted avg       0.83      0.81      0.80       609
",1.3877787807814457e-17
fan,id_00,local_outlier_factor,0.7678923477489541,0.6072101399417802,0.013826316671783547,0.023905550605383505,0.7766438806042766,0.6428198140221794,0.6277372262773723,0.6172248803827751,0.6386138613861386,0.7487684729064039,327,"              precision    recall  f1-score   support

          -1       0.82      0.80      0.81       407
           1       0.62      0.64      0.63       202

    accuracy                           0.75       609
   macro avg       0.72      0.72      0.72       609
weighted avg       0.75      0.75      0.75       609
",-1.196655178676488,0.6277372262773723,0.6172248803827751,0.6386138613861386,0.7487684729064039,327,"              precision    recall  f1-score   support

          -1       0.82      0.80      0.81       407
           1       0.62      0.64      0.63       202

    accuracy                           0.75       609
   macro avg       0.72      0.72      0.72       609
weighted avg       0.75      0.75      0.75       609
",-1.196655178676488
fan,id_00,local_outlier_factor,0.7678923477489541,0.6072101399417802,0.013826316671783547,0.023905550605383505,0.7766438806042766,0.6428198140221794,0.6277372262773723,0.6172248803827751,0.6386138613861386,0.7487684729064039,327,"              precision    recall  f1-score   support

          -1       0.82      0.80      0.81       407
           1       0.62      0.64      0.63       202

    accuracy                           0.75       609
   macro avg       0.72      0.72      0.72       609
weighted avg       0.75      0.75      0.75       609
",-1.196655178676488,0.6277372262773723,0.6172248803827751,0.6386138613861386,0.7487684729064039,80,"              precision    recall  f1-score   support

          -1       0.82      0.80      0.81       407
           1       0.62      0.64      0.63       202

    accuracy                           0.75       609
   macro avg       0.72      0.72      0.72       609
weighted avg       0.75      0.75      0.75       609
",-1.196655178676488
fan,id_00,local_outlier_factor,0.7678923477489541,0.6072101399417802,0.013826316671783547,0.023905550605383505,0.7766438806042766,0.6428198140221794,0.6277372262773723,0.6172248803827751,0.6386138613861386,0.7487684729064039,327,"              precision    recall  f1-score   support

          -1       0.82      0.80      0.81       407
           1       0.62      0.64      0.63       202

    accuracy                           0.75       609
   macro avg       0.72      0.72      0.72       609
weighted avg       0.75      0.75      0.75       609
",-1.196655178676488,0.6277372262773723,0.6172248803827751,0.6386138613861386,0.7487684729064039,73,"              precision    recall  f1-score   support

          -1       0.82      0.80      0.81       407
           1       0.62      0.64      0.63       202

    accuracy                           0.75       609
   macro avg       0.72      0.72      0.72       609
weighted avg       0.75      0.75      0.75       609
",-1.196655178676488
